原页码,菌株名称,DSM编号,提取的编号,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件
1398,Megasphaera elsdenii DSM 106891,DSM 106891,DSM 106891,,,,MN537515,成功,DSM_Megasphaera elsdenii DSM 106891_16S_MN537515.fasta
1324,Methylobacterium sp. DSM 102634,DSM 102634,DSM 102634,,,,,,
1324,Methylobacterium sp. DSM 102635,DSM 102635,DSM 102635,,,,,,
1324,Methylobacterium sp. DSM 102636,DSM 102636,DSM 102636,,,,,,
1324,Methylobacterium sp. DSM 102637,DSM 102637,DSM 102637,,,,,,
1399,Aeminium ludgeri DSM 106916,DSM 106916,DSM 106916,GCA_004216415.1,成功,DSM_Aeminium ludgeri DSM 106916_WGS_GCA_004216415.1.fasta,,,
1324,Methylobacterium sp. DSM 102638,DSM 102638,DSM 102638,,,,,,
1324,Methylobacterium sp. DSM 102639,DSM 102639,DSM 102639,,,,,,
1324,Methylobacterium sp. DSM 102640,DSM 102640,DSM 102640,,,,,,
1324,Methylobacterium sp. DSM 102641,DSM 102641,DSM 102641,,,,,,
1324,Methylobacterium sp. DSM 102642,DSM 102642,DSM 102642,,,,,,
1324,Methylobacterium sp. DSM 102643,DSM 102643,DSM 102643,,,,,,
1324,Methylobacterium sp. DSM 102644,DSM 102644,DSM 102644,,,,,,
1324,Methylobacterium sp. DSM 102646,DSM 102646,DSM 102646,,,,,,
1324,Methylobacterium sp. DSM 102647,DSM 102647,DSM 102647,,,,,,
1399,Xylaria longipes DSM 107022,DSM 107022,DSM 107022,GCA_051528455.1,成功,DSM_Xylaria longipes DSM 107022_WGS_GCA_051528455.1.fasta,,,
1324,Methylobacterium sp. DSM 102649,DSM 102649,DSM 102649,,,,,,
1324,Methylobacterium sp. DSM 102650,DSM 102650,DSM 102650,,,,,,
1400,Phage (phagum) DSM 107141,DSM 107141,DSM 107141,,,,,,
1324,Methylobacterium sp. DSM 102651,DSM 102651,DSM 102651,,,,,,
1400,Phage (phagum) DSM 107142,DSM 107142,DSM 107142,,,,,,
1325,Methylobacterium sp. DSM 102652,DSM 102652,DSM 102652,,,,,,
1400,Phage (phagum) DSM 107143,DSM 107143,DSM 107143,,,,,,
1400,Phage (phagum) DSM 107144,DSM 107144,DSM 107144,,,,,,
1325,Methylophilus sp. DSM 102653,DSM 102653,DSM 102653,,,,,,
1325,Methylophilus sp. DSM 102654,DSM 102654,DSM 102654,,,,,,
1400,Phage (phagum) DSM 107145,DSM 107145,DSM 107145,,,,,,
1325,Methylophilus sp. DSM 102655,DSM 102655,DSM 102655,,,,,,
1400,Phage (phagum) DSM 107146,DSM 107146,DSM 107146,,,,,,
1325,Nocardioides sp. DSM 102669,DSM 102669,DSM 102669,,,,,,
1325,Pedobacter sp. DSM 102672,DSM 102672,DSM 102672,,,,,,
1325,Pedobacter sp. DSM 102673,DSM 102673,DSM 102673,,,,,,
1326,Pedobacter sp. DSM 102674,DSM 102674,DSM 102674,,,,,,
1401,Phage (phagum) DSM 107147,DSM 107147,DSM 107147,,,,,,
1326,Pedobacter sp. DSM 102675,DSM 102675,DSM 102675,,,,,,
1401,Phage (phagum) DSM 107148,DSM 107148,DSM 107148,,,,,,
1326,Pedobacter sp. DSM 102676,DSM 102676,DSM 102676,,,,,,
1401,Phage (phagum) DSM 107149,DSM 107149,DSM 107149,,,,,,
1401,Phage (phagum) DSM 107150,DSM 107150,DSM 107150,,,,,,
1326,Pedobacter sp. DSM 102677,DSM 102677,DSM 102677,,,,,,
1401,Phage (phagum) DSM 107151,DSM 107151,DSM 107151,,,,,,
1326,Pedobacter sp. DSM 102678,DSM 102678,DSM 102678,,,,,,
1401,Escherichia coli DSM 107164,DSM 107164,DSM 107164,GCA_958329255.1,成功,DSM_Escherichia coli DSM 107164_WGS_GCA_958329255.1.fasta,,,
1326,Pseudomonas sp. DSM 102684,DSM 102684,DSM 102684,,,,,,
1401,Saccharomyces cerevisiae DSM 107176,DSM 107176,DSM 107176,,,,,,
1326,Pseudomonas sp. DSM 102688,DSM 102688,DSM 102688,,,,,,
1401,Saccharomyces cerevisiae DSM 107177,DSM 107177,DSM 107177,,,,,,
1326,Pseudomonas sp. DSM 102690,DSM 102690,DSM 102690,GCF_003258395.1,已存在,DSM_Pseudomonas sp. DSM 102690_WGS_GCF_003258395.1.fasta,,,
1327,Rathayibacter sp. DSM 102696,DSM 102696,DSM 102696,,,,,,
1327,Rhizobium sp. DSM 102699,DSM 102699,DSM 102699,,,,,,
1327,Rhizobium sp. DSM 102700,DSM 102700,DSM 102700,,,,,,
1401,Pleomorphovibrio marinus DSM 107180,DSM 107180,DSM 107180,,失败(文件过小),,NR_175480,成功,DSM_Pleomorphovibrio marinus DSM 107180_16S_NR_175480.fasta
1327,Rhizobium sp. DSM 102701,DSM 102701,DSM 102701,,,,,,
1327,Rhizobium sp. DSM 102702,DSM 102702,DSM 102702,,,,,,
1327,Rhizobium sp. DSM 102703,DSM 102703,DSM 102703,,,,,,
1327,Rhizobium sp. DSM 102704,DSM 102704,DSM 102704,,,,,,
1327,Rhizobium sp. DSM 102705,DSM 102705,DSM 102705,,,,,,
1327,Rhizobium sp. DSM 102706,DSM 102706,DSM 102706,,,,,,
1327,Rhizobium sp. DSM 102707,DSM 102707,DSM 102707,,,,,,
1327,Rhizobium sp. DSM 102708,DSM 102708,DSM 102708,,,,,,
1327,Rhizobium sp. DSM 102709,DSM 102709,DSM 102709,,,,,,
1327,Rhizobium sp. DSM 102710,DSM 102710,DSM 102710,,,,,,
1327,Rhizobium sp. DSM 102711,DSM 102711,DSM 102711,,,,,,
1327,Rhizobium sp. DSM 102712,DSM 102712,DSM 102712,,,,,,
1327,Rhizobium sp. DSM 102713,DSM 102713,DSM 102713,,,,,,
1328,Sphingomonas sp. DSM 102728,DSM 102728,DSM 102728,,,,,,
1328,Sphingomonas sp. DSM 102729,DSM 102729,DSM 102729,,,,,,
1329,Sphingomonas sp. DSM 102738,DSM 102738,DSM 102738,,,,,,
1329,Sphingomonas sp. DSM 102751,DSM 102751,DSM 102751,,,,,,
1330,Variovorax sp. DSM 102762,DSM 102762,DSM 102762,,,,,,
1330,Variovorax sp. DSM 102763,DSM 102763,DSM 102763,,,,,,
1330,Arthrobacter sp. DSM 102770,DSM 102770,DSM 102770,,,,,,
1401,Chlorociboria aeruginascens DSM 107184,DSM 107184,DSM 107184,,失败(文件过小),,,,
1332,Paenibacillus tuaregi DSM 102801,DSM 102801,DSM 102801,GCF_902376025.1,已存在,DSM_Paenibacillus tuaregi DSM 102801_WGS_GCF_902376025.1.fasta,NR_179515,已存在,DSM_Paenibacillus tuaregi DSM 102801_16S_NR_179515.fasta
1332,Streptococcus pneumoniae DSM 102802,DSM 102802,DSM 102802,,,,,,
1402,Paracoccus yeei DSM 107229,DSM 107229,DSM 107229,,,,,,
1332,Ruminococcus sp. DSM 102803,DSM 102803,DSM 102803,,,,,,
1402,Micrococcus luteus DSM 107230,DSM 107230,DSM 107230,,,,,,
1402,Paracoccus sp. DSM 107231,DSM 107231,DSM 107231,,,,,,
1333,Roseomonas mucosa DSM 102829,DSM 102829,DSM 102829,GCF_032252015.1,已存在,DSM_Roseomonas mucosa DSM 102829_WGS_GCF_032252015.1.fasta,,,
1402,Gordonia bronchialis DSM 107232,DSM 107232,DSM 107232,,,,,,
1333,Yersinia intermedia DSM 102845,DSM 102845,DSM 102845,,,,,,
1402,Micrococcus luteus DSM 107233,DSM 107233,DSM 107233,,,,,,
1333,Yersinia enterocolitica subsp. palearctica DSM 102846,DSM 102846,DSM 102846,,,,,,
1402,Paracoccus sp. DSM 107234,DSM 107234,DSM 107234,,,,,,
1402,Paracoccus sp. DSM 107235,DSM 107235,DSM 107235,,,,,,
1333,Citrobacter gillenii DSM 102847,DSM 102847,DSM 102847,,,,,,
1402,Paracoccus yeei DSM 107236,DSM 107236,DSM 107236,,,,,,
1333,Yersinia enterocolitica subsp. palearctica DSM 102848,DSM 102848,DSM 102848,,,,,,
1402,Paracoccus sp. DSM 107237,DSM 107237,DSM 107237,,,,,,
1333,Yersinia enterocolitica subsp. palearctica DSM 102849,DSM 102849,DSM 102849,,,,,,
1333,Salmonella enterica subsp. enterica DSM 102851,DSM 102851,DSM 102851,GCA_043206705.1,已存在,DSM_Salmonella enterica subsp. enterica DSM 102851_WGS_GCA_043206705.1.fasta,,,
1333,Salmonella enterica subsp. enterica DSM 102864,DSM 102864,DSM 102864,,,,,,
1402,Micrococcus luteus DSM 107238,DSM 107238,DSM 107238,,,,,,
1334,Acinetobacter baumannii DSM 102928,DSM 102928,DSM 102928,,,,,,
1334,Acinetobacter baumannii DSM 102929,DSM 102929,DSM 102929,,,,,,
1402,Paracoccus sp. DSM 107239,DSM 107239,DSM 107239,,,,,,
1334,Acinetobacter baumannii DSM 102930,DSM 102930,DSM 102930,,,,,,
1334,Acinetobacter baumannii DSM 102931,DSM 102931,DSM 102931,,,,,,
1334,Acinetobacter baumannii DSM 102932,DSM 102932,DSM 102932,,,,,,
1334,Acinetobacter baumannii DSM 102933,DSM 102933,DSM 102933,,,,,,
1334,Acinetobacter baumannii DSM 102934,DSM 102934,DSM 102934,,,,,,
1402,Bacillus safensis subsp. safensis DSM 107240,DSM 107240,DSM 107240,,失败(文件过小),,,,
1402,Micrococcus luteus DSM 107241,DSM 107241,DSM 107241,,,,,,
1335,Acinetobacter baumannii DSM 102935,DSM 102935,DSM 102935,,,,,,
1402,Stenotrophomonas maltophilia DSM 107242,DSM 107242,DSM 107242,,,,,,
1402,Staphylococcus warneri DSM 107243,DSM 107243,DSM 107243,,,,,,
1335,Roseomonas mucosa DSM 102946,DSM 102946,DSM 102946,GCA_032251665.1,已存在,DSM_Roseomonas mucosa DSM 102946_WGS_GCA_032251665.1.fasta,,,
1335,Slooffia velesii DSM 102960,DSM 102960,DSM 102960,,,,,,
1335,Hamamotoa cerberi DSM 102961,DSM 102961,DSM 102961,,,,,,
1402,Rothia endophytica DSM 107244,DSM 107244,DSM 107244,,,,,,
1403,Corynebacterium tuberculostearicum DSM 107261,DSM 107261,DSM 107261,,,,,,
1335,Chernovia houtui DSM 102962,DSM 102962,DSM 102962,,,,,,
1335,Dioszegia dumuzii DSM 102964,DSM 102964,DSM 102964,,,,,,
1403,Salmonella enterica subsp. enterica DSM 107291,DSM 107291,DSM 107291,GCA_006003865.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107291_WGS_GCA_006003865.1.fasta,,,
1335,Piskurozyma yama DSM 102965,DSM 102965,DSM 102965,,,,,,
1335,Sporobolomyces tsugae DSM 102966,DSM 102966,DSM 102966,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107292,DSM 107292,DSM 107292,,,,,,
1335,Hamamotoa telluris DSM 102968,DSM 102968,DSM 102968,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107293,DSM 107293,DSM 107293,GCA_010613225.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107293_WGS_GCA_010613225.1.fasta,,,
1336,Yersinia massiliensis DSM 102991,DSM 102991,DSM 102991,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107294,DSM 107294,DSM 107294,GCA_010186265.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107294_WGS_GCA_010186265.1.fasta,,,
1337,Bacillus subtilis DSM 103044,DSM 103044,DSM 103044,,,,,,
1337,Novosphingobium sp. DSM 103045,DSM 103045,DSM 103045,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107295,DSM 107295,DSM 107295,GCA_041116715.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107295_WGS_GCA_041116715.1.fasta,,,
1337,Methylobacterium radiotolerans DSM 103046,DSM 103046,DSM 103046,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107296,DSM 107296,DSM 107296,GCA_046470865.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107296_WGS_GCA_046470865.1.fasta,,,
1337,Bacillus subtilis DSM 103047,DSM 103047,DSM 103047,,,,,,
1337,Rhodococcus erythropolis DSM 103048,DSM 103048,DSM 103048,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107297,DSM 107297,DSM 107297,GCA_020947705.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107297_WGS_GCA_020947705.1.fasta,,,
1337,Bacillus pumilus DSM 103049,DSM 103049,DSM 103049,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107298,DSM 107298,DSM 107298,GCA_026290565.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107298_WGS_GCA_026290565.1.fasta,,,
1337,Priestia megaterium DSM 103050,DSM 103050,DSM 103050,,,,,,
1337,Bacillus subtilis DSM 103051,DSM 103051,DSM 103051,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107299,DSM 107299,DSM 107299,GCA_011556915.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107299_WGS_GCA_011556915.1.fasta,,,
1337,Methylobacterium radiotolerans DSM 103052,DSM 103052,DSM 103052,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107300,DSM 107300,DSM 107300,GCA_008808615.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107300_WGS_GCA_008808615.1.fasta,,,
1337,Bacillus pumilus DSM 103053,DSM 103053,DSM 103053,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107301,DSM 107301,DSM 107301,,,,,,
1337,Microbacterium sp. DSM 103054,DSM 103054,DSM 103054,,,,,,
1337,Pelomonas sp. DSM 103055,DSM 103055,DSM 103055,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107302,DSM 107302,DSM 107302,GCA_009557395.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107302_WGS_GCA_009557395.1.fasta,,,
1337,Acinetobacter lwoffii DSM 103056,DSM 103056,DSM 103056,,,,,,
1337,Bacillus sonorensis DSM 103057,DSM 103057,DSM 103057,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107303,DSM 107303,DSM 107303,GCA_005459805.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107303_WGS_GCA_005459805.1.fasta,,,
1337,Microbacterium sp. DSM 103058,DSM 103058,DSM 103058,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107304,DSM 107304,DSM 107304,GCA_053868345.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107304_WGS_GCA_053868345.1.fasta,,,
1337,Bacillus licheniformis DSM 103059,DSM 103059,DSM 103059,,,,,,
1338,Bacteroides bouchesdurhonensis DSM 103120,DSM 103120,DSM 103120,GCF_977050515.1,已存在,DSM_Bacteroides bouchesdurhonensis DSM 103120_WGS_GCF_977050515.1.fasta,NR_179520,已存在,DSM_Bacteroides bouchesdurhonensis DSM 103120_16S_NR_179520.fasta
1404,Salmonella enterica subsp. enterica DSM 107305,DSM 107305,DSM 107305,GCA_008001805.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107305_WGS_GCA_008001805.1.fasta,,,
1338,Ezakiella massiliensis DSM 103122,DSM 103122,DSM 103122,GCF_900120165.1,已存在,DSM_Ezakiella massiliensis DSM 103122_WGS_GCF_900120165.1.fasta,NR_159077,已存在,DSM_Ezakiella massiliensis DSM 103122_16S_NR_159077.fasta
1404,Salmonella enterica subsp. enterica DSM 107306,DSM 107306,DSM 107306,GCA_008494385.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107306_WGS_GCA_008494385.1.fasta,,,
1404,Salmonella enterica subsp. enterica DSM 107307,DSM 107307,DSM 107307,GCA_017881805.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107307_WGS_GCA_017881805.1.fasta,,,
1339,Bifidobacterium sp. DSM 103141,DSM 103141,DSM 103141,,,,,,
1339,Phage (phagum) DSM 103160,DSM 103160,DSM 103160,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107308,DSM 107308,DSM 107308,GCA_014961645.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107308_WGS_GCA_014961645.1.fasta,,,
1340,Arthrobacter sp. DSM 103175,DSM 103175,DSM 103175,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107309,DSM 107309,DSM 107309,GCA_032923945.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107309_WGS_GCA_032923945.1.fasta,,,
1340,Arthrobacter sp. DSM 103177,DSM 103177,DSM 103177,,,,,,
1340,Hymenobacter gelipurpurascens DSM 103180,DSM 103180,DSM 103180,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107310,DSM 107310,DSM 107310,GCA_006796485.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107310_WGS_GCA_006796485.1.fasta,,,
1340,Agrococcus sp. DSM 103186,DSM 103186,DSM 103186,,,,,,
1404,Salmonella enterica subsp. enterica DSM 107311,DSM 107311,DSM 107311,GCA_026924405.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107311_WGS_GCA_026924405.1.fasta,,,
1340,Piskurozyma stramentorum DSM 103197,DSM 103197,DSM 103197,,,,,,
1405,Salmonella enterica subsp. enterica DSM 107312,DSM 107312,DSM 107312,GCA_014567155.1,成功,DSM_Salmonella enterica subsp. enterica DSM 107312_WGS_GCA_014567155.1.fasta,,,
1340,Piskurozyma arborea DSM 103202,DSM 103202,DSM 103202,,,,,,
1405,Phage (phagum) DSM 107315,DSM 107315,DSM 107315,,,,,,
1340,Pontibacter brevis DSM 103221,DSM 103221,DSM 103221,,,,,,
1405,Gordonia sp. DSM 107375,DSM 107375,DSM 107375,,,,,,
1340,Escherichia coli DSM 103242,DSM 103242,DSM 103242,GCF_052260315.1,已存在,DSM_Escherichia coli DSM 103242_WGS_GCF_052260315.1.fasta,,,
1405,Paracoccus sp. DSM 107376,DSM 107376,DSM 107376,,,,,,
1341,Escherichia coli DSM 103244,DSM 103244,DSM 103244,GCA_965255165.1,已存在,DSM_Escherichia coli DSM 103244_WGS_GCA_965255165.1.fasta,,,
1406,Filobasidium wieringae DSM 107459,DSM 107459,DSM 107459,,,,,,
1341,Escherichia coli DSM 103245,DSM 103245,DSM 103245,,,,,,
1406,Parabacteroides sp. DSM 107470,DSM 107470,DSM 107470,,,,,,
1341,Escherichia coli DSM 103247,DSM 103247,DSM 103247,GCA_038427605.1,已存在,DSM_Escherichia coli DSM 103247_WGS_GCA_038427605.1.fasta,,,
1406,Odoribacter splanchnicus DSM 107471,DSM 107471,DSM 107471,,,,,,
1406,Sellimonas sp. DSM 107472,DSM 107472,DSM 107472,,,,,,
1341,Escherichia coli DSM 103250,DSM 103250,DSM 103250,,,,,,
1406,unclassified bacterium DSM 107475,DSM 107475,DSM 107475,,,,,,
1341,Escherichia coli DSM 103251,DSM 103251,DSM 103251,GCA_053682435.1,已存在,DSM_Escherichia coli DSM 103251_WGS_GCA_053682435.1.fasta,,,
1406,Phage (phagum) DSM 107487,DSM 107487,DSM 107487,,,,,,
1341,Escherichia coli DSM 103254,DSM 103254,DSM 103254,GCA_028314605.1,已存在,DSM_Escherichia coli DSM 103254_WGS_GCA_028314605.1.fasta,,,
1406,Phage (phagum) DSM 107488,DSM 107488,DSM 107488,,,,,,
1341,Escherichia coli DSM 103255,DSM 103255,DSM 103255,,,,,,
1341,Escherichia coli DSM 103256,DSM 103256,DSM 103256,GCA_044446705.1,已存在,DSM_Escherichia coli DSM 103256_WGS_GCA_044446705.1.fasta,,,
1406,Phage (phagum) DSM 107489,DSM 107489,DSM 107489,,,,,,
1407,Dorea longicatena DSM 107518,DSM 107518,DSM 107518,,,,,,
1341,Escherichia coli DSM 103257,DSM 103257,DSM 103257,GCA_016657425.1,已存在,DSM_Escherichia coli DSM 103257_WGS_GCA_016657425.1.fasta,,,
1407,Blautia sp. DSM 107519,DSM 107519,DSM 107519,,,,,,
1341,Escherichia coli DSM 103258,DSM 103258,DSM 103258,GCF_039031335.1,已存在,DSM_Escherichia coli DSM 103258_WGS_GCF_039031335.1.fasta,,,
1407,Bifidobacterium adolescentis DSM 107523,DSM 107523,DSM 107523,,,,,,
1407,Lactobacillus gasseri DSM 107525,DSM 107525,DSM 107525,,,,,,
1341,Escherichia coli DSM 103259,DSM 103259,DSM 103259,GCF_041360015.1,已存在,DSM_Escherichia coli DSM 103259_WGS_GCF_041360015.1.fasta,,,
1407,Lachnospira sp. DSM 107526,DSM 107526,DSM 107526,,,,,,
1341,Escherichia coli DSM 103260,DSM 103260,DSM 103260,,,,,,
1407,unclassified bacterium DSM 107527,DSM 107527,DSM 107527,,,,,,
1341,Escherichia coli DSM 103261,DSM 103261,DSM 103261,GCF_005393665.1,已存在,DSM_Escherichia coli DSM 103261_WGS_GCF_005393665.1.fasta,,,
1407,Bacteroides sp. DSM 107544,DSM 107544,DSM 107544,,,,,,
1408,Solidesulfovibrio sp. DSM 107641,DSM 107641,DSM 107641,,,,,,
1341,Escherichia coli DSM 103262,DSM 103262,DSM 103262,,,,,,
1408,Phage (phagum) DSM 107653,DSM 107653,DSM 107653,,,,,,
1341,Escherichia coli DSM 103263,DSM 103263,DSM 103263,GCA_017003435.1,已存在,DSM_Escherichia coli DSM 103263_WGS_GCA_017003435.1.fasta,,,
1408,Phage (phagum) DSM 107654,DSM 107654,DSM 107654,,,,,,
1341,Escherichia coli DSM 103265,DSM 103265,DSM 103265,,,,,,
1408,Phage (phagum) DSM 107655,DSM 107655,DSM 107655,,,,,,
1341,Escherichia coli DSM 103266,DSM 103266,DSM 103266,GCA_049981165.1,已存在,DSM_Escherichia coli DSM 103266_WGS_GCA_049981165.1.fasta,,,
1408,Phage (phagum) DSM 107656,DSM 107656,DSM 107656,,,,,,
1342,Mycobacterium rhizamassiliense DSM 103273,DSM 103273,DSM 103273,,,,,,
1408,Phage (phagum) DSM 107659,DSM 107659,DSM 107659,,,,,,
1409,Phage (phagum) DSM 107660,DSM 107660,DSM 107660,,,,,,
1342,Mycobacterium numidiamassiliense DSM 103274,DSM 103274,DSM 103274,,,,,,
1342,Phage (phagum) DSM 103285,DSM 103285,DSM 103285,,,,,,
1409,Escherichia coli DSM 107752,DSM 107752,DSM 107752,GCF_009820215.1,成功,DSM_Escherichia coli DSM 107752_WGS_GCF_009820215.1.fasta,,,
1342,Phage (phagum) DSM 103286,DSM 103286,DSM 103286,,,,,,
1409,Escherichia coli DSM 107753,DSM 107753,DSM 107753,GCF_053362235.1,成功,DSM_Escherichia coli DSM 107753_WGS_GCF_053362235.1.fasta,,,
1342,Phage (phagum) DSM 103287,DSM 103287,DSM 103287,,,,,,
1409,Pseudomonas aeruginosa DSM 107754,DSM 107754,DSM 107754,,,,,,
1342,Phage (phagum) DSM 103288,DSM 103288,DSM 103288,,,,,,
1409,Microbacterium sp. DSM 107784,DSM 107784,DSM 107784,,,,,,
1342,Phage (phagum) DSM 103289,DSM 103289,DSM 103289,,,,,,
1409,Bacillus sp. DSM 107785,DSM 107785,DSM 107785,,,,,,
1342,Phage (phagum) DSM 103292,DSM 103292,DSM 103292,,,,,,
1342,Phage (phagum) DSM 103294,DSM 103294,DSM 103294,,,,,,
1409,Bacillus sp. DSM 107786,DSM 107786,DSM 107786,GCA_029708135.1,成功,DSM_Bacillus sp. DSM 107786_WGS_GCA_029708135.1.fasta,,,
1342,Phage (phagum) DSM 103295,DSM 103295,DSM 103295,,,,,,
1409,Micrococcus sp. DSM 107787,DSM 107787,DSM 107787,,,,,,
1342,Phage (phagum) DSM 103297,DSM 103297,DSM 103297,,,,,,
1410,Pseudomonas sp. DSM 107788,DSM 107788,DSM 107788,,,,,,
1342,Phage (phagum) DSM 103298,DSM 103298,DSM 103298,,,,,,
1410,Pseudomonas sp. DSM 107790,DSM 107790,DSM 107790,GCA_045962455.1,成功,DSM_Pseudomonas sp. DSM 107790_WGS_GCA_045962455.1.fasta,,,
1343,Shigella dysenteriae DSM 103303,DSM 103303,DSM 103303,GCA_026021775.1,已存在,DSM_Shigella dysenteriae DSM 103303_WGS_GCA_026021775.1.fasta,,,
1410,Enterobacter sp. DSM 107791,DSM 107791,DSM 107791,,,,,,
1410,Staphylococcus capitis DSM 107792,DSM 107792,DSM 107792,,,,,,
1344,Holtermanniella wattica DSM 103375,DSM 103375,DSM 103375,,,,,,
1410,Cutibacterium avidum DSM 107793,DSM 107793,DSM 107793,,,,,,
1344,Raoultibacter massiliensis DSM 103407,DSM 103407,DSM 103407,GCF_900199545.1,已存在,DSM_Raoultibacter massiliensis DSM 103407_WGS_GCF_900199545.1.fasta,PP978085,已存在,DSM_Raoultibacter massiliensis DSM 103407_16S_PP978085.fasta
1410,Staphylococcus warneri DSM 107794,DSM 107794,DSM 107794,,,,,,
1410,Pseudomonas sp. DSM 107795,DSM 107795,DSM 107795,,,,,,
1345,Paraclostridium bifermentans DSM 103419,DSM 103419,NCTC 506;DSM 103419,,,,,,
1410,Rhodococcus erythropolis DSM 107796,DSM 107796,DSM 107796,,,,,,
1345,Nannizzia praecox DSM 103445,DSM 103445,DSM 103445,,,,,,
1410,Staphylococcus equorum DSM 107797,DSM 107797,DSM 107797,,,,,,
1346,Annulohypoxylon truncatum DSM 103480,DSM 103480,DSM 103480,,,,,,
1410,Oerskovia sp. DSM 107798,DSM 107798,DSM 107798,,,,,,
1346,Annulohypoxylon truncatum DSM 103481,DSM 103481,DSM 103481,,,,,,
1410,Arthrobacter sp. DSM 107799,DSM 107799,DSM 107799,,,,,,
1346,Jackrogersella multiformis DSM 103482,DSM 103482,DSM 103482,,,,,,
1410,Staphylococcus lugdunensis DSM 107800,DSM 107800,DSM 107800,GCA_033829945.1,成功,DSM_Staphylococcus lugdunensis DSM 107800_WGS_GCA_033829945.1.fasta,,,
1410,Agrococcus jenensis DSM 107825,DSM 107825,DSM 107825,,,,,,
1411,Yonghaparkia sp. DSM 107826,DSM 107826,DSM 107826,,,,,,
1411,Faecalibacterium longum DSM 107839,DSM 107839,DSM 107839,,,,,,
1411,Holtermanniella takashimae DSM 107865,DSM 107865,DSM 107865,,,,,,
1411,Cryptococcus wingfieldii DSM 107903,DSM 107903,DSM 107903,,,,,,
1411,Cryptococcus amylolentus DSM 107904,DSM 107904,DSM 107904,,,,,,
1346,Annulohypoxylon michelianum DSM 103483,DSM 103483,DSM 103483,,,,,,
1346,Botrimarina hoheduenensis DSM 103485,DSM 103485,DSM 103485,GCF_007859815.1,已存在,DSM_Botrimarina hoheduenensis DSM 103485_WGS_GCF_007859815.1.fasta,NR_173585,已存在,DSM_Botrimarina hoheduenensis DSM 103485_16S_NR_173585.fasta
1411,Cryptococcus amylolentus DSM 107905,DSM 107905,ATCC 56469;DSM 107905;NBRC 10423,GCA_001720235.1,成功,ATCC_Cryptococcus amylolentus DSM 107905_WGS_GCA_001720235.1.fasta,,,
1346,Proteus vulgaris DSM 103498,DSM 103498,DSM 103498,GCF_019344855.1,已存在,DSM_Proteus vulgaris DSM 103498_WGS_GCF_019344855.1.fasta,,,
1347,Lindgomyces carolinensis DSM 103499,DSM 103499,DSM 103499,,,,,,
1413,Corynebacterium gottingense DSM 108039,DSM 108039,DSM 108039,GCF_030408895.1,成功,DSM_Corynebacterium gottingense DSM 108039_WGS_GCF_030408895.1.fasta,,,
1347,Lindgomyces cigarospora DSM 103500,DSM 103500,DSM 103500,,,,,,
1413,Phage (phagum) DSM 108057,DSM 108057,DSM 108057,,,,,,
